Answer,Enumeration,Clue,Grid Number
ANDSUCH,"3,4","Collapse of Sudan, Cuba, Hungary, etc.",156
BOURBON,7,Ancient city with bishop protected by divine blessing,156
INDEPTH,2-5,"Comprehensive's incompetent, employing five hundred heads",156
DIPOLAR,7,"Curtsey in Portugal, greeting king with a certain magnetism?",156
LEAVEBE,"5,2","Green chevron outside front of bedroom means ""Do Not Disturb""",156
EQUERRY,7,Royal attendant's misstep: introducing half of queens and Yankee,156
ABSINTHE,8,First-class nonsense in article,156
EXPUNGED,8,"Old joke, perhaps about Democrat, taken off the record",156
PROGRAMME,9,Expert gamer somehow winning millions in TV show,156
HAEMOSTAT,9,Hospital A&E greatest at providing surgical equipment,156
ONEMANBAND,"3-3,4",Soloist Ben performing with Madonna,156
HARDLIQUOR,"4,6","Ignoring setter, quail cooked with horrid spirits",156
WREN,4,Singer won with unfinished musical,157
OAFS,4,Idiots not as fast to ignore the odds,157
MANIC,5,Extremely busy fellow in charge,157
NOTON,"3,2",Anti-Northern slogan is unacceptable?,157
SEAMY,5,Squalid body of water extremely muddy,157
ORION,5,Moon among millions unseen in dawn stars,157
BAIZE,5,Animals cries heard in flat green play-area?,157
GOPRO,"2,3",Start making money from Republicans' endless corruption,157
TRYOUT,"3,3","Test fork, piercing fish",157
THRALL,6,Control exaggerated over personnel,157
UNHURT,6,Safe in middle of nowhere to stop clumsy U-turn,157
CURSES,6,Swears by pinch of saffron included in preserves,157
ORNATE,6,Decorated soldiers grazed by last bit of ammunition,157
PENPAL,"3,3",Correspondent from Portugal visiting sort of colony,157
TINPOT,3-3,Kind of dictator to void prohibition on sex after uprising,157
PINATA,6,"One getting smashed with beer, drinking ale to start with then Corona in the end",157
UNLATCH,7,Loosen up at lunch in mess,157
INSULIN,7,Almost abuse popular medical treatment,157
SEMINAR,7,Right Eastern works brought up in class,157
COLLEGE,7,Pass stage at start of education in school,157
FINESSE,7,Competence of force that is patrolling loch,157
TOBYJUG,"4,3",Jack stops to buy awfully-grand novelty mug,157
TRIPPER,7,Tourist very quietly staying in German city,157
LAERTES,7,Uplifting scene with genuine father of Odysseus,157
EPSILON,7,Greek character's record store opening in Nafplio,157
TYPISTS,7,Secretaries tipsy at work and tightasses on vacation,157
PRUSSIA,7,"Former country in Africa is, surprisingly, coming back",157
OUTCOME,7,Open University book covering the speed of light's consequences,157
HYPATIA,7,Mathematician originally had young pupils and taught introductory algebra,157
INJOKES,2-5,Niche humour from New Jersey fine to insert into videos at regular intervals,157
SCIMITAR,8,Sword wound limits setter's charisma,157
TRAVESTY,8,Sober Yankee suppressing dance parties and burlesque,157
NONISSUE,3-5,Zero occupied by space station uniform—it doesn't matter,157
MEASURED,8,"Determined the size of alcoholic beverage cans, of course",157
JACKFROST,"4,5",Cool weather-man?,157
HITTHEGAS,"3,3,3",Gun's sight malfunctioning with heat,157
WINDSWEPT,9,"After victory detective cried, dishevelled",157
RUDIMENTS,9,Coin found among short guy's nuts and bolts,157
HINDSIGHT,9,Spooner's indicated climax leads to wisdom afterwards,157
SUCCESSOR,9,One going after Croesus's awfully inviting coffers at first,157
ARSEOVERTIT,"4,4,3",Restorative brewed upside down,157
OVERDRESSES,11,Wears too much on top of robes,157
TRANSLUCENT,11,"Lantern cuts out, making light diffuse",157
SILVERSPOON,"6,5",Sponsor live broadcast as symbol of wealth,157
SUSTAINEDLY,11,Tar essentially becoming blackened without stopping,157
TIMECAPSULE,"4,7",I speculate wildly about millions in buried treasure,157
STOOLPIGEON,"5,6",Police informant's second to meet jerk cop before time,157
INATTENTIVE,11,"Heedless of temperature inside, camping with 4 on base?",157
COMPETITIVE,11,Highschool race's final section idiot setter's keen to win,157
EIGHTYSIXED,6-5,Cancelled food order with 8 awful dyes overwhelming the 9th,157
BRITISHISMS,11,"Carelessly I miss births in hospital and am gutted, perhaps?",157
MIXANDMATCH,"3,3,5",Damn chat cryptically suggesting to choose a wide range of options,157
EISTEDDFODS,11,"Music festivals in series attended, if sold as being regularly discounted",157
ENANTIOMERS,11,"Finally distribute intervention against Omicron, supported by coronavirus's chemical structures",157
TOERRISHUMAN,"2,3,2,5",Misrepresent routine harms—we all make mistakes?,157
BOUNCYCASTLE,"6,6",Clean-cut boys organised kid's party entertainment,157
JUSTINTRUDEAU,"6,7","Simply invade Australia, Prime Minister",157
TABLEFOOTBALL,"5,8",In which players score with models that swing?,157
MOUTHWATERING,5-8,"German, without getting dressed, is very attractive",157
AVERTONESEYES,"5,4,4","Pledge not to turn round and see bats—indeed, look away!",157
SMALLPOTATOES,"5,8",Shopping centre in location at zip code is ultimately no big deal,157
JUSTTHETICKET,"4,3,6","Gravy dry and heated—that's disgusting, and in France, exactly the right thing!",157
NONEWSISGOODNEWS,"2,4,2,4,4","We ignorantly assume all's well, but unfortunately soon see downswing",157
HITHERANDTHITHER,"6,3,7",Popular goddess beginning to notice uncertainty besetting true hearts in many places,157
FINEWORDSBUTTERNOPARSNIPS,"4,5,6,2,8",Quackery Dr Owen provided about Utah seabird overpowered any rationality originally shown with crops—talk is cheap!,157
TEENAGEMUTANTNINJATURTLES,"7,6,5,7","Support horse-bird with two tails over an amphibian, ultimately, in Japan—a true result resolved tale of four strange creatures",157
ITCH,4,Visit China carrying yen,158
PAIR,4,Couple of fruit gathered,158
RITE,4,Beginning to abandon quaint tradition,158
FIEF,4,Territory that is surrounded by forces,158
ENTER,5,Access key?,158
KAFKA,5,Writer's 'Kelvin' alias rings false,158
INGOT,5,1 down {UNDERSTOOD} beneath home bar,158
TIARA,5,See you getting stuck with paper crown,158
INTACT,6,"Flawless, stylish courtesy",158
RASHER,6,Less prudent serving of bacon,158
DIGRESS,7,Stray cat having died over time,158
ARAPAHO,7,American soldier recalled Pashto regularly,158
TAKINGOFF,"6,3",Rising gentleman welcomes a royal,158
TOPSECRET,"3,6",Classified ad service separately backed?,158
NATTERJACK,10,One toady's chat with setter?,158
SPATCHCOCK,10,Spooner's haul: alien chicken,158
UNINFORMED,10,Ignorant knight stops wearing gear,158
UNDERSTOOD,10,Some blunders too disgraceful for Roger,158
MOLE,4,Spot spy,159
SAKE,4,Wine sparkled oddly,159
AFAR,4,Expedition shelled from a long way off,159
ORAL,4,Tooth loses crown and swaps sides in mouth,159
OUST,4,Get rid of contribution from generous tither,159
IAGO,4,Impresario's opening with a Grand Cirque villain,159
FLEET,5,Nimble ships,159
NAILS,5,Deals perfectly with slain rogue,159
BLIGHT,6,Plague in Britain finally eradicated,159
AMSTEL,6,Brewery's segment in streams televised,159
SPIKED,6,Ketamine sticks seen with concealed drugs,159
LENTIL,6,Put defibrillators at heart with fast pulse,159
KNAVERY,7,King truly accepts no answer for bad behaviour,159
ISTHMUS,7,"Strip of land is hence divided by farm, ultimately",159
TRIGGER,7,Set off in rowboat once Oxford University gets lost,159
OLDNICK,"3,4",Satan's second-in-command died in clink after being tortured,159
HOODWINK,8,Pull a fast one on kid who gets confused,159
ROYALIST,8,Solitary revolutionary supporting the King,159
SWEETSOP,8,Publishes retrospective about small tropical fruit,159
STILETTO,8,Blade from stone I ultimately got just to stab the Lion,159
SOTTOVOCE,"5,4",Quietly veto coot's posturing,159
THEATRICS,9,Articles reported fraud's melodrama,159
AUGUSTINE,9,Revered father of gold rush in Spain,159
EPHESIANS,9,Epistle records importing sackcloth out of hub,159
BASTARDISE,10,Corrupt foundation guards time machine,159
DISINHERIT,10,"Lately, deny that band is in her iTunes covers?",159
GHOSTWROTE,10,Secretly penned mock animal on farm for Spooner,159
ARMISTICEDAY,"9,3",Commemoration of end of violence a year after terrible matricides,159
ARMWRESTLING,"3,9","Friendly cycling, taking time off to get over loss in strength contest",159
FLAT,4,Accidental loss hedged by wealth,160
RUDE,4,Vigorous Rugby Union diehards eager to start,160
DISC,4,Stagehand is choreographing entertaining piece in Othello?,160
NONU,3-1,Part of speech bringing up number of things objectionable to the gentry,160
HOOCH,5,Out of character to get drunk by two shots of hard liquor?,160
NUKED,5,"Microwaved fondue in the middle, containing British cheese at last",160
LUNAR,5,"Starts to look up national anniversaries—rather like New Year, perhaps?",160
HATRED,6,Dislike fraying thread,160
ESCAPE,6,...run away from south during shaky peace,160
LIAISON,7,Sloths attending big cat meeting,160
KINGPIN,7,Leader of mob family smuggles in gold pieces,160
IMAGERY,7,Current PM secures quarter of gerrymanders' representation,160
REENTRY,7,"Initially-rebellious teen struggles with lines, coming back to Earth",160
LUNCHEON,8,Oscar tucked into terrible Chunnel meal,160
ELLIPSIS,8,Greek character welcomed by island in New York's...,160
SINGLETON,9,Only one betrays?,160
PATISSIER,9,One employed in cooking pastries!,160
SPYMASTER,9,"M for one spelling ""blimey"" backwards before bloomer",160
TREASURER,9,Financial officer in Turkey importing console half-heartedly,160
STEPMOTHER,10,Papa kept in check by other parent,160
EXHILARATE,10,Old capital of Hungary angry about big city's uplift,160
HERBGARDEN,"4,6",The lady poet bored by grand space where plants grow,160
BRICKLAYER,10,Doctor barely wrapping back injury for construction worker,160
GRAVEYARDSHIFT,"9,5",Rough fight with adversary in overnight bout,160
STAINLESSSTEEL,"9,5",Alloy's salient components repeatedly resynthesised,160
TIPOFTHEICEBERG,"3,2,3,7",Lettuce's rubbish—sign of worse to come?,160
ASEA,4,Alpha US commando docked on a boat,161
ROUX,4,Herb gathered for sauce ingredient,161
HYPE,4,Sleepyhead lies about nursing promotion,161
YULE,4,You leave on vacation in holiday period,161
NEXT,4,Some authoritarian extremists in following,161
LIVE,4,"Spread misinformation about Covid, essentially in real time",161
EVITA,5,Bring up second half of innovative musical,161
WIDEN,5,"Broaden horizons in interview, reflecting on study",161
INDEED,6,"Denied getting wasted, of course",161
DRYING,6,Baking powder ultimately used within expiration,161
GIZMOS,6,Biotech crops infused with iodine by unknown devices,161
XENIAL,6,Had sex with someone you broke up with? Over-hospitable!,161
MEDEVAC,7,"Setter surrendered, about to get rescue",161
KRYPTON,7,Kyrgyz petrol regularly expelled nitrogen gas,161
FUNCTION,8,False smarminess in work,161
JURASSIC,8,Historical period's cuirass forged by Jack,161
QUADRANT,8,Fourth first-class physician employed by financial analyst,161
UNLAWFUL,8,Wrong turn near cycling turf leads to feeling utterly lost,161
TRITENESS,9,Banality of kinky interests,161
PLAINTIVE,9,Mournful piano isn't included in 12 {LIVE},161
ORDERLIES,9,Batmen prepared soldier to welcome the Queen,161
ZOOLOGIST,9,Soldier trapped in Zulu castle with missing scientist,161
SPACEWOMAN,10,Astronaut's cross about star without mass,161
VISUALIZER,10,One imaging viral size mistaken about bug's nucleus,161
BUTTERFLYEFFECT,"9,6",When a monarch's agitation leads to apparently-unrelated downfall?,161
CZECHOSLOVAKIAN,15,Clubs with very cool Ashkenazi cooking from former European nation,161
BURN,4,Branch is set on fire,162
NORI,4,Haemoglobin component elevated in seaweed,162
SHUNT,5,Bypass is closed over November,162
TODDY,5,"Drink rum, staying inside—cheers!",162
DEPTHS,6,Added patches regularly in holes,162
GRAINS,6,Builds muscle eating right cereals,162
SPHINX,6,Monster's turn inspiring hard times,162
NOTIFY,6,Alert—someone else evacuated facility,162
SOLEMN,6,Fish Mediterranean's coasts in August,162
AVENUE,6,"Passage's unopened port emptied, undrinkable",162
PAISLEY,7,Romeo's one in green fabric,162
ANCIENT,7,Antiquated Act Nine gets rewritten,162
AMENABLE,8,Easy A marks to authorise,162
TREASONS,8,Senators shot for seditious acts,162
SNOWDROP,8,Plant spy around Windsor periodically,162
UNWIELDY,8,Cumbersome uniform opponents take cycling,162
HEADDRESS,9,"Speech supporting ambassador's turban, perhaps",162
INCOMPLETE,10,Smart school permitted electronic draft,162
FLAGRANTLY,10,Categorically accepts relative without shame,162
POSTERCHILD,"6,5",Exemplar of cloth spider spun,162
DISSEMINATE,11,Advertise sites made in mobile,162
NOMDEGUERRE,"3,2,6",Rogue mender fixed wartime sign,162
TUMBLEDRYER,6-5,"Device that might clue ""Derry""?",162
RESEMBLANCE,10,Closeness of embers damaged spear,162
INMEDIASRES,"2,6,3","""Remain"" side's misrepresented without context",162
BASH,4,Quiet after bachelor party,163
COAX,4,Flatter fizzy drinks delivered,163
AZALEA,6,Shrub maze no longer bordered by a meadow,163
NOZECO,6,Australia spreads new green non-alcoholic wine,163
POTENT,6,Strong drug taken by cardinal? On the contrary!,163
LACQUER,7,Reported one missing coat,163
IVANHOE,7,Setter's including deconstruction of Noah in literary epic,163
JACKTAR,"4,3","Sailor to sail vessel into the wind, according to Spooner?",163
LANZAROTE,9,Tan or laze about in holiday destination,163
ACTINGOUT,9,I can't fake medical condition flaring up?,163
ALLATONCE,"3,2,4",Aluminium weapon loaded with torpedo discharged without warning,163
ENCAPSULATE,11,Peasant' clue terrible to express concisely,163
SKYETERRIER,"4,7",Winter traveller goes about so far with stray dog,163
STARGAZYPIE,"8,3",Celebrity doctor that is eating a zany filleted Cornish dish,163
BARI,4,Apulian city saving Italy,164
TAIL,4,Follow story on the radio,164
AGOG,4,Eager attorney general holds trial,164
TWIN,4,Double whiskey drunk by stuck-up idiot,164
ETUI,4,Keep every third item in the antiquities case,164
VOTE,4,Lead characters in video oneshot elevated film franchise,164
PSYOP,5,Military initiative in the Seychelles stopping explosion,164
STOIC,5,"Upset about 'Internet of Things' shilling, but not complaining",164
WINDOW,6,Opportunity to gain money for listener,164
NOISES,6,"Snoops around, beginning to investigate rackets",164
JUSTSO,"4,2",I agree with second-in-command going last in duels,164
AVESTA,6,Zoroastrian scriptures have standardised to some extent,164
EOLITH,6,Ancient stone circle seen in piece of mosaic over by hotel,164
UNCIAL,6,The Netherlands employs agents to support uniform style of writing,164
COOLOFF,"4,3",Calm down—setter's loco?,164
MANGOES,7,Fellow tries tropical fruit,164
GEEWHIZ,"3,4",Knight ignored in wheezing out expression of surprise,164
SEAPORT,7,Coastal town constituency accommodates impoverished half-heartedly,164
QUISLING,8,Orally interrogate one fishy traitor,164
FALSERIB,"5,3",Lie about laser breaking bone in chest,164
KEELHAUL,8,Punish bad guy with judgement from Spooner,164
OSCULATE,8,"Kiss a model in closeup, clipped and edited",164
WIDEEYED,4-4,Surprised by hearing Hereford flower withered,164
PONTIFEX,8,Italian flower and religious books given by former pope in Rome,164
